season,site,parameter,t_mean01,t_mean99,t_slope_behind_01,t_slope_behind_99,t_sd_0199
fall_baseflow,archery virridy,Specific Conductivity,231.667620239258,1545.62046875,-2.98536263020833,2.92491446940104,381.86646890270055
monsoon,archery virridy,Specific Conductivity,270.522430419922,1893.54052734375,-4.61069856770833,3.37403450520834,414.76204811945274
snowmelt,archery virridy,Specific Conductivity,83.2292687988281,1177.5946081543,-3.70498876953126,1.722209370931,185.58116438664172
winter_baseflow,archery virridy,Specific Conductivity,235.291184387207,1710.58131347656,-3.6050234375,3.29985066731771,368.83662978246116
fall_baseflow,archery virridy,Temperature,1.6314825963974,18.0260118103027,-0.0106293512980144,0.0218882293701172,3.707853821805824
monsoon,archery virridy,Temperature,13.3801050186157,23.4735565185547,-0.0151047388712565,0.0289700215657554,2.0916783748663406
snowmelt,archery virridy,Temperature,7.96687534332275,20.2556017303467,-0.0122014554341634,0.0224759203592936,2.6705167532706224
winter_baseflow,archery virridy,Temperature,2.87968626022339,15.8623272418976,-0.0119757270812988,0.0250605773925782,3.0261106654217222
fall_baseflow,archery virridy,Turbidity,0,15.5697874641418,-1.72710792541504,1.51904167461395,2.665154078832744
monsoon,archery virridy,Turbidity,0,41.9457304382324,-1.74335639985402,1.77049758021037,4.628529963774423
snowmelt,archery virridy,Turbidity,4.32158888339996,340.472276916504,-15.8894461263021,16.3683171539307,47.06813001723806
winter_baseflow,archery virridy,Turbidity,0,71.9495056152344,-2.15114486344655,2.01099341964722,11.849723030956461
fall_baseflow,boxcreek,Chl-a Fluorescence,0.0194821162894368,45.3972991180421,-1.82469692484538,2.05673701723417,4.5868690603491915
monsoon,boxcreek,Chl-a Fluorescence,0.0184344952553511,61.3160617446898,-3.01977652843793,3.49904557275027,10.20278934250917
snowmelt,boxcreek,Chl-a Fluorescence,0.0427089328318834,65.5360074615472,-4.67057790120443,4.78396465937295,5.365126687352219
winter_baseflow,boxcreek,Chl-a Fluorescence,0.0401362143456936,115.554092407227,-5.70453319803874,5.73699729601545,14.544083644172849
fall_baseflow,boxcreek,Depth,0.145405873316288,0.293735534737587,-4.72826177978515e-4,5.75369967269897e-4,0.028420838310650405
monsoon,boxcreek,Depth,0.192321436786652,0.40455443253994,-5.0597165966034e-4,4.71602015781402e-4,0.049699904789001645
snowmelt,boxcreek,Depth,0.239515449285507,0.380268392040253,-3.32443661499025e-4,3.61361542701722e-4,0.02803078516586348
winter_baseflow,boxcreek,Depth,0.177319406636238,0.365215806472778,-3.54056998252869e-4,3.82888390064237e-4,0.031167467139520146
fall_baseflow,boxcreek,FDOM Fluorescence,0.440591794252396,1.64283424854279,-0.0278997441927592,0.0277244766553243,0.29850690658604895
